,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release_Date,MPAA Rating,Running Time (min),Distributor,Source,Type,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
878,Star Wars Ep. IV: A New Hope,460998007,797900000,11182540,11000000,25-May-77,PG,NA,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
879,Saints and Soldiers,1310470,1310470,NA,780000,6-Aug-04,PG-13,90,Excel Entertainment,Based on Real Life Events,Drama,Dramatization,Ryan Little,NA,7,7581
880,Strangers on a Train,7000000,7000000,NA,1200000,3-Jul-51,PG,NA,Warner Bros.,NA,NA,NA,Alfred Hitchcock,98,8.3,34284
881,Sugar Hill,18272447,18272447,NA,10000000,25-Feb-94,R,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,22,5.3,1627
882,Stiff Upper Lips,69582,69582,NA,5700000,27-Aug-99,NA,NA,Cowboy Pictures,NA,NA,NA,NA,29,6.1,543
883,Shichinin no samurai,271736,271736,NA,500000,19-Nov-56,NA,NA,Cowboy Pictures,Original Screenplay,Action,Historical Fiction,Akira Kurosawa,NA,8.8,96698
884,Sweet Charity,8000000,8000000,NA,20000000,1969,NA,NA,NA,NA,NA,NA,Bob Fosse,NA,7,1691
885,Sands of Iwo Jima,7800000,7800000,NA,1000000,1949,NA,NA,NA,NA,NA,NA,NA,100,7.1,4160
886,The Spy Who Loved Me,46800000,185400000,NA,14000000,13-Jul-77,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,NA,78,7.1,24938
887,The Swindle,245359,5045359,NA,10000000,25-Dec-98,NA,NA,New Yorker,NA,Comedy,NA,NA,NA,5.2,1417
888,Swingers,4505922,6542637,NA,200000,18-Oct-96,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86,6.2,431
889,Snow White and the Seven Dwarfs,184925485,184925485,NA,1488000,21-Dec-37,NA,NA,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,NA,97,7.8,38141
890,The Sweet Hereafter,4306697,4306697,NA,5000000,10-Oct-97,R,NA,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,100,7.8,16280
891,She Wore a Yellow Ribbon,5400000,5400000,NA,1600000,1949,NA,NA,NA,NA,NA,NA,John Ford,100,7.3,5825
892,Sex with Strangers,247740,247740,NA,1100000,22-Feb-02,Not Rated,NA,NA,Based on Real Life Events,Documentary,Factual,NA,39,5,151
893,Spy Hard,26936265,26936265,NA,18000000,24-May-96,PG-13,81,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,7,4.7,12682
894,Tango,1687311,1687311,NA,4500000,12-Feb-99,PG-13,NA,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,NA,NA,6.9,1490
895,The Age of Innocence,32014993,32014993,NA,34000000,17-Sep-93,NA,NA,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81,7.1,16000
896,Talk Radio,3468572,3468572,NA,4000000,1-Dec-88,NA,NA,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,80,7,5659
897,The Texas Chainsaw Massacre,26572439,26572439,NA,140000,18-Oct-74,R,NA,New Line,NA,Horror,NA,Tobe Hooper,90,6.1,39172
898,The Texas Chainsaw Massacre 2,8025872,8025872,NA,4700000,22-Aug-86,NA,NA,Cannon,Remake,Horror,Contemporary Fiction,Tobe Hooper,43,5.1,7702
899,Timecop,44853581,102053581,NA,28000000,16-Sep-94,R,NA,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47,5.5,16570
900,Tin Cup,53854588,75854588,NA,45000000,16-Aug-96,R,105,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69,6.1,17274
901,Torn Curtain,13000000,13000000,NA,3000000,16-Jul-66,NA,NA,NA,NA,NA,NA,Alfred Hitchcock,81,6.6,8670
902,To Die For,21284514,27688744,NA,20000000,27-Sep-95,R,NA,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87,6.8,18459
903,Terror Train,8000000,8000000,NA,3500000,1980,NA,NA,NA,NA,NA,NA,Roger Spottiswoode,33,5.5,2479
904,Teen Wolf Too,7888000,7888000,NA,3000000,20-Nov-87,NA,NA,Atlantic,Original Screenplay,Comedy,Fantasy,NA,14,2.8,5207
905,The Fan,18582965,18582965,NA,55000000,16-Aug-96,R,117,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Tony Scott,40,5.6,20640
906,Tae Guik Gi: The Brotherhood of War,1110186,69826708,NA,12500000,3-Sep-04,R,NA,IDP Distribution,Original Screenplay,Drama,Historical Fiction,NA,NA,NA,NA
907,The Incredibly True Adventure of Two Girls in Love,2210408,2477155,NA,250000,16-Jun-95,R,NA,Fine Line,Original Screenplay,Drama,Contemporary Fiction,NA,NA,5.8,1795
908,There Goes My Baby,125169,125169,NA,10500000,2-Sep-94,R,NA,Orion Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,6.3,507
909,Tank Girl,4064333,4064333,NA,25000000,1-Mar-95,R,NA,MGM,Based on Comic/Graphic Novel,Action,Science Fiction,NA,42,4.7,10772
910,Top Gun,176786701,353786701,NA,15000000,16-May-86,NA,NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45,6.5,80013
911,Thunderball,63600000,141200000,NA,9000000,29-Dec-65,NA,NA,MGM,Based on Book/Short Story,Action,NA,NA,91,7,27245
912,The Craft,24769466,55669466,NA,15000000,3-May-96,R,100,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Andrew Fleming,45,5.9,21130
913,It Happened One Night,2500000,2500000,NA,325000,1934,NA,NA,NA,NA,Romantic Comedy,NA,Frank Capra,97,8.3,25074
914,The Net,50621733,110521733,NA,22000000,28-Jul-95,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,NA,33,5.6,24363
915,La otra conquista,886410,886410,NA,3500000,19-Apr-00,R,NA,Hombre de Oro,Original Screenplay,Drama,Historical Fiction,NA,NA,6.1,584
916,The Journey,19800,19800,NA,500000,11-Jul-03,Not Rated,NA,NA,NA,NA,NA,NA,NA,4.4,74
917,They Live,13000000,13000000,NA,4000000,4-Nov-88,NA,NA,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88,7,20995
918,Tales from the Hood,11784569,11784569,NA,6000000,24-May-95,R,NA,Savoy,Original Screenplay,Horror,Contemporary Fiction,NA,33,5.8,1860
919,Time Bandits,37400000,37400000,NA,12000000,6-Nov-81,NA,NA,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94,6.9,22719
920,Tombstone,56505000,56505000,NA,25000000,25-Dec-93,R,NA,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77,7.7,43688
921,Time Changer,1500711,1500711,NA,825000,25-Oct-02,PG,NA,Five & Two Pictures,Original Screenplay,Drama,Fantasy,NA,22,5,1029
922,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813,78656813,NA,25000000,22-Mar-91,NA,NA,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,NA,NA,5.3,12742
923,Teenage Mutant Ninja Turtles III,42273609,42273609,NA,21000000,19-Mar-93,NA,NA,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,NA,30,4.3,9064
924,Tango & Cash,63408614,63408614,NA,55000000,22-Dec-89,NA,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrei Konchalovsky,39,5.8,25248
925,Teenage Mutant Ninja Turtles,135265915,202000000,NA,13500000,30-Mar-90,NA,NA,New Line,Based on TV,Adventure,Fantasy,Steve Barron,NA,6.4,25867
926,Topaz,6000000,6000000,NA,4000000,19-Dec-69,NA,NA,Universal,NA,NA,NA,Alfred Hitchcock,71,6.2,6389
927,Taps,35856053,35856053,NA,14000000,9-Dec-81,NA,NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Harold Becker,79,6.5,6515
928,Trainspotting,16501785,24000785,NA,3100000,19-Jul-96,R,94,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89,8.2,150483
929,The Train,6800000,6800000,NA,5800000,7-Mar-65,NA,NA,NA,NA,NA,NA,John Frankenheimer,83,7.8,4692
930,Troop Beverly Hills,7190505,7190505,NA,18000000,22-Mar-89,NA,NA,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,NA,8,4.7,3427
931,Trekkies,617172,617172,NA,375000,21-May-99,PG,NA,Paramount Pictures,Based on Real Life Events,Documentary,Factual,NA,NA,6.9,3004
932,True Lies,146282411,365300000,NA,100000000,15-Jul-94,R,NA,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69,7.2,80581
933,Terminator 2: Judgment Day,204859496,516816151,NA,100000000,2-Jul-91,R,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,James Cameron,98,8.5,237477
934,Travellers and Magicians,506793,1058893,NA,1800000,7-Jan-05,Not Rated,NA,Zeitgeist,Original Screenplay,Drama,NA,NA,NA,7.4,1069
935,The Terminator,38019031,78019031,NA,6400000,26-Oct-84,NA,NA,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100,8.1,179606
936,Tremors,16667084,16667084,NA,10000000,19-Jan-90,NA,NA,Universal,Original Screenplay,Action,Science Fiction,NA,88,7.2,29840
937,True Romance,12281000,12281000,NA,12500000,10-Sep-93,NA,NA,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91,7.9,73829
938,Tron,26918576,26918576,NA,17000000,9-Jul-82,NA,NA,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,NA,68,2.9,923
939,Trapeze,14400000,14400000,NA,4000000,1956,NA,NA,NA,NA,NA,NA,NA,60,6.7,1570
940,The Terrorist,195043,195043,NA,25000,14-Jan-00,Not Rated,NA,Phaedra Cinema,NA,NA,NA,NA,NA,5.5,50
941,Trois,1161843,1161843,NA,200000,11-Feb-00,NC-17,NA,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,3.3,360
942,Things to Do in Denver when You're Dead,529766,529766,NA,15000000,1-Dec-95,R,NA,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,NA,33,6.6,12789
943,A Time to Kill,108766007,152266007,NA,40000000,24-Jul-96,R,150,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,68,7.1,38577
944,Total Recall,119394839,261400000,NA,65000000,1-Jun-90,NA,NA,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81,7.4,70355
945,This Thing of Ours,37227,37227,NA,2000000,18-Jul-03,Not Rated,NA,NA,NA,Drama,NA,NA,NA,5.2,316
946,Tootsie,177200000,177200000,NA,15000000,17-Dec-82,NA,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87,7.4,31669
947,That Thing You Do!,25857416,31748615,NA,2500000,4-Oct-96,PG,110,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Tom Hanks,92,6.7,25916
948,The Trouble With Harry,7000000,7000000,NA,1200000,3-Oct-55,NA,NA,Paramount Pictures,NA,NA,NA,Alfred Hitchcock,89,7.2,11580
949,Twins,111936388,216600000,NA,15000000,9-Dec-88,NA,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,33,NA,NA
950,Twister,241888385,495900000,NA,88000000,10-May-96,PG-13,117,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57,6,61665
951,Towering Inferno,116000000,139700000,NA,14000000,17-Dec-74,NA,NA,20th Century Fox,NA,NA,NA,John Guillermin,NA,NA,NA
952,Taxi Driver,21100000,21100000,NA,1000000,8-Feb-76,NA,NA,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Martin Scorsese,98,8.6,155774
953,Tycoon,121016,121016,NA,5000000,13-Jun-03,Not Rated,NA,NA,NA,NA,NA,NA,NA,6,456
954,Toy Story,191796233,361948825,NA,30000000,22-Nov-95,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.2,151143
955,Twilight Zone: The Movie,29500000,29500000,NA,10000000,24-Jun-83,NA,NA,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67,6.3,12054
956,Unforgettable,2483790,2483790,NA,18000000,23-Feb-96,R,NA,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23,5.7,2284
957,UHF,6157157,6157157,NA,5000000,21-Jul-89,NA,NA,NA,NA,NA,NA,NA,55,6.6,12676
958,Ulee's Gold,9054736,15600000,NA,2700000,13-Jun-97,R,NA,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,94,7,4041
959,Under Siege 2: Dark Territory,50024083,104324083,NA,60000000,14-Jul-95,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,34,5.1,15218
960,The Untouchables,76270454,76270454,NA,25000000,3-Jun-87,NA,NA,Paramount Pictures,Based on TV,Action,Dramatization,Brian De Palma,81,8,86097
961,Under the Rainbow,18826490,18826490,NA,20000000,31-Jul-81,NA,NA,Warner Bros.,Original Screenplay,Comedy,Historical Fiction,NA,NA,4.9,1263
962,Veer-Zaara,2938532,7017859,NA,7000000,12-Nov-04,Not Rated,NA,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.3,4155
963,Videodrome,2120439,2120439,NA,5952000,4-Feb-83,NA,NA,Universal,Original Screenplay,Horror,Fantasy,David Cronenberg,NA,7.3,20080
964,Les Visiteurs,659000,98754000,NA,7000000,12-Jul-96,R,NA,Miramax,Original Screenplay,Comedy,Fantasy,NA,NA,6.7,7393
965,"Couloirs du temps: Les visiteurs 2, Les",146072,26146072,NA,20000000,27-Mar-98,NA,NA,NA,Original Screenplay,Comedy,NA,NA,NA,NA,NA
966,The Valley of Decision,9132000,9132000,NA,2160000,1945,NA,NA,NA,NA,NA,NA,NA,NA,7.3,682
967,Vampire in Brooklyn,19637147,19637147,NA,14000000,27-Oct-95,R,NA,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11,4.3,8200
968,The Verdict,53977250,53977250,NA,16000000,8-Dec-82,NA,NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Sidney Lumet,96,7.7,10864
969,Virtuosity,23998226,23998226,NA,30000000,4-Aug-95,R,NA,Paramount Pictures,Original Screenplay,Action,Science Fiction,NA,34,5.3,11079
970,A View to a Kill,50327960,152627960,NA,30000000,24-May-85,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,39,6.1,23770
971,The Work and the Glory: American Zion,2025032,2025032,NA,6500000,21-Oct-05,PG-13,100,Vineyard Distribution,Based on Book/Short Story,Drama,Historical Fiction,NA,NA,5.6,365
972,A Walk on the Moon,4741987,4741987,NA,14000000,26-Mar-99,R,NA,Miramax,Original Screenplay,Drama,Historical Fiction,Tony Goldwyn,74,6.4,4125
973,The Work and the Glory,3347647,3347647,NA,7500000,24-Nov-04,PG,NA,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,NA,17,6,531
974,The Work and the Story,16137,16137,NA,103000,3-Oct-03,Not Rated,NA,Off-Hollywood Distribution,NA,Comedy,NA,NA,NA,5.1,82
975,What the #$'! Do We Know,10941801,10941801,NA,4000000,6-Feb-04,Not Rated,NA,Captured Light,Based on Real Life Events,Documentary,Factual,NA,NA,NA,NA
976,Waiting for Guffman,2922988,2922988,NA,4000000,31-Jan-97,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,NA,7.4,14880
977,Who Framed Roger Rabbit?,154112492,351500000,NA,70000000,22-Jun-88,NA,NA,Walt Disney Pictures,Based on Book/Short Story,Comedy,Fantasy,Robert Zemeckis,98,7.6,53541
978,White Fang,34729091,34729091,NA,14000000,18-Jan-91,NA,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Randal Kleiser,67,NA,NA
979,White Squall,10229300,10229300,NA,38000000,2-Feb-96,PG-13,NA,Walt Disney Pictures,Based on Real Life Events,Adventure,Dramatization,Ridley Scott,63,6.4,8385
980,What's Eating Gilbert Grape,9170214,9170214,NA,11000000,25-Dec-93,NA,NA,Paramount Pictures,NA,Drama,NA,Lasse Hallstrom,88,7.8,51219
981,Witchboard,7369373,7369373,NA,2000000,31-Dec-86,NA,NA,Cinema Guild,Original Screenplay,Horror,Fantasy,NA,NA,5.2,1666
982,The Wiz,13000000,13000000,NA,24000000,24-Oct-78,NA,NA,NA,NA,Musical,NA,Sidney Lumet,37,4.5,4896
983,Walking and Talking,1287480,1615787,NA,1000000,17-Jul-96,R,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,86,6.5,1756
984,The Wild Bunch,509424,509424,NA,6000000,18-Jun-69,NA,NA,Warner Bros.,Original Screenplay,Western,Historical Fiction,Sam Peckinpah,97,8.2,31196
985,Wall Street,43848100,43848100,NA,15000000,11-Dec-87,NA,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,78,7.3,35454
986,The Wrong Man,2000000,2000000,NA,1200000,23-Dec-56,NA,NA,Warner Bros.,NA,NA,NA,Alfred Hitchcock,89,7.5,7531
987,Woman Chaser,110719,110719,NA,150000,23-Jun-00,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,We're No Angels,10555348,10555348,NA,20000000,15-Dec-89,NA,NA,Paramount Pictures,Based on Play,Comedy,Contemporary Fiction,Neil Jordan,50,5.6,7839
989,Wolf,65011757,131011757,NA,70000000,17-Jun-94,R,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Mike Nichols,60,6,20035
990,Warriors of Virtue,6448817,6448817,NA,35000000,2-May-97,PG,NA,MGM,Original Screenplay,Action,Contemporary Fiction,Ronny Yu,10,4,1202
991,War Games,74433837,74433837,NA,12000000,3-Jun-83,NA,NA,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Badham,NA,6.4,88
992,Warlock,8824553,8824553,NA,7000000,10-Jan-91,NA,NA,Trimark,Original Screenplay,Horror,Science Fiction,Steve Miner,NA,5.9,4921
993,War and Peace,12500000,12500000,NA,6000000,1956,PG,NA,NA,NA,NA,NA,King Vidor,50,6.8,2923
994,Warlock: The Armageddon,3902679,3902679,NA,3000000,24-Sep-93,NA,NA,Trimark,Original Screenplay,Horror,Science Fiction,NA,NA,4.9,1888
995,Wasabi,81525,7000000,NA,15300000,27-Sep-02,R,NA,Sony Pictures,NA,NA,NA,NA,NA,6.5,11647
996,West Side Story,43700000,43700000,NA,6000000,18-Oct-61,NA,NA,NA,NA,NA,NA,Robert Wise,92,7.7,29488
997,When The Cat's Away,1652472,2525984,NA,300000,20-Sep-96,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,NA,NA
998,Welcome to the Dollhouse,4198137,4726732,NA,800000,10-May-96,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Todd Solondz,NA,7.3,13469
999,Witness,65532576,65532576,NA,12000000,8-Feb-85,NA,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Peter Weir,94,7.6,30460
